"id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
641,"Hello, Dolly! (Remastered)","Hello, Dolly!",62,147000,FALSE,0,0.405,0,-9.935,1,0,0.842,0.00114,0.198,0,0,0,"jazz"
642,"Classic Christmas 2022","Winter Wonderland",0,114226,FALSE,0.446,0.245,0,-14.733,1,0.0349,0.905,3.07e-05,0.122,0.458,129.416,4,"jazz"
643,"Beste Weihnachtslieder","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
644,"Ek Paheli Leela","Tere Bin Nahi Laage (Male Version)",64,222396,FALSE,0.294,0.577,6,-5.952,1,0.0298,0.623,0,0.16,0.429,83.171,4,"pop"
645,"Vintage Café: Lounge and Jazz Blends, Vol. 22","Anybody Seen My Baby - Acoustic Version",0,139625,FALSE,0.757,0.408,2,-10.889,1,0.0373,0.325,0.539,0.104,0.309,115.96,4,"jazz"
646,"christmas but not christmas songs","The Girl From Ipanema",0,200360,FALSE,0.541,0.321,5,-14.418,1,0.0329,0.714,0.00345,0.101,0.549,133.537,4,"jazz"
647,"On air 70's Hits","Maggie May",1,344586,FALSE,0.594,0.719,2,-6.212,1,0.0387,0.481,0.0722,0.124,0.494,129.337,4,"rock"
648,"Última Misión Reggaeton","Feliz Cumpleaños Ferxxo",0,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,"pop"
649,"Halloween 2022","Bad Blood",0,212240,FALSE,0.664,0.794,5,-5.503,0,0.038,0.0132,0.0137,0.12,0.933,143.013,4,"rock"
650,"Planet Her","Woman",88,172626,TRUE,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,"pop"
651,"Santa Claus Is Coming To Town","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
652,"Selamat Pagi, Dunia!","Terpesona",38,300720,FALSE,0.558,0.723,7,-6.363,1,0.0294,0.213,0.00637,0.06,0.7,77.993,4,"jazz"
653,"I Put A Spell On You","I Put A Spell On You",66,155026,FALSE,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,3,"jazz"
654,"Weihnachten Playlist","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,"jazz"
655,"Strangers in Disguise","Gravity",51,149285,FALSE,0.442,0.14,10,-18.628,1,0.0594,0.922,0.000531,0.129,0.314,60.307,4,"jazz"
656,"Nawa Nawa Pyaar (From ""Yaar Mera Titliaan Warga"") - Single","Nawa Nawa Pyaar",65,139756,FALSE,0.811,0.757,1,-5.882,0,0.257,0.142,0,0.183,0.958,81.972,4,"pop"
657,"Alternative Christmas 2022","Don't Shoot Me Santa",0,245106,FALSE,0.588,0.847,8,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,"rock"
658,"Lonely Christmas 2022","The Secret Of Christmas",0,168146,FALSE,0.258,0.175,0,-11.903,1,0.0323,0.939,0.000156,0.136,0.107,89.072,3,"jazz"
659,"Hidden Gems","Unstable",0,158324,FALSE,0.495,0.333,4,-10.109,0,0.0288,0.737,0,0.112,0.37,99.757,4,"pop"
660,"Twisted Halloween Hits","Sympathy For The Devil",0,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,"rock"
661,"Holidays Are Coming","It's Christmas",0,194706,FALSE,0.598,0.447,8,-7.932,1,0.0404,0.224,0,0.0704,0.365,123.855,4,"jazz"
662,"60s Christmas Party","Bad Moon Rising",0,141600,FALSE,0.508,0.769,2,-5.973,1,0.0326,0.0577,6.1e-06,0.063,0.939,178.95,4,"rock"
663,"Feelin' Good","Feelin' Good",55,132000,FALSE,0.674,0.292,5,-13.884,0,0.0833,0.857,0.927,0.108,0.581,80.002,4,"jazz"
664,"Rock Christmas 2022 - The Very Best Of","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,"jazz"
665,"The Punjaabban Song (From ""Jugjugg Jeeyo"")","The Punjaabban Song (From ""Jugjugg Jeeyo"")",70,199029,FALSE,0.779,0.964,10,-2.888,0,0.0995,0.0858,1.46e-05,0.676,0.613,139.241,4,"pop"
666,"OO's Music Grandi Successi","Naive",1,206173,FALSE,0.564,0.818,8,-6.202,0,0.0661,0.0767,0,0.0402,0.712,103.342,4,"rock"
667,"Christmas Rock 2022","Christmas Time",0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,"rock"
668,"The State of Pop","Infinity",0,237720,FALSE,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,4,"rock"
669,"Un tecito y a mimir","If Love Is Overrated",0,353723,FALSE,0.364,0.338,2,-9.8,1,0.0294,0.699,1.71e-05,0.101,0.314,77.497,4,"jazz"
670,"Kali Kali Zulfon Ke (Lo-Fi)","Kali Kali Zulfon Ke (Lo-Fi)",76,77142,FALSE,0.464,0.491,7,-7.039,1,0.0392,0.837,1.39e-06,0.111,0.106,76.739,3,"pop"
671,"I Love You.","Sweater Weather",93,240400,FALSE,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,"rock"
672,"Nain Ta Heere (From ""Jugjugg Jeeyo"")","Nain Ta Heere (From ""Jugjugg Jeeyo"")",71,216328,FALSE,0.69,0.575,11,-5.763,0,0.124,0.345,0,0.309,0.509,87.967,4,"pop"
673,"The End Is Where We Begin","Courtesy Call",72,236898,FALSE,0.531,0.638,11,-5.145,0,0.0809,0.00409,0,0.0822,0.445,164.079,4,"rock"
674,"Rab Raakha","Rab Raakha",47,239956,FALSE,0.559,0.781,2,-6.496,1,0.0341,0.629,0.0569,0.112,0.373,119.964,4,"rock"
675,"All I want For Christmas Is Music","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
676,"Happy Commute","That's What I Like - PARTYNEXTDOOR Remix",0,206696,FALSE,0.741,0.695,1,-5.341,1,0.0454,0.021,0,0.0922,0.861,134.032,4,"pop"
677,"Kick It","You Give Love A Bad Name",1,223146,FALSE,0.532,0.964,0,-2.559,0,0.0519,0.0477,0,0.359,0.804,122.778,4,"rock"
678,"Kadhaippoma (From ""Oh My Kadavule"")","Kadhaippoma (From ""Oh My Kadavule"")",68,282208,FALSE,0.575,0.577,7,-6.674,1,0.0432,0.451,3.98e-06,0.264,0.157,90.012,4,"pop"
679,"Pop Christmas 2022","Rockin' Around The Christmas Tree",0,132732,FALSE,0.464,0.642,5,-3.656,1,0.032,0.0189,0,0.0957,0.828,151.592,4,"pop"
680,"Classic Christmas Greatest Hits","The Christmas Song (Merry Christmas To You)",0,192160,FALSE,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,"jazz"
681,"Winelight","Just the Two of Us",71,443773,FALSE,0.743,0.429,10,-14.576,0,0.0902,0.447,0.362,0.0455,0.597,95.406,4,"jazz"
682,"Smoke + Mirrors (Deluxe)","Warriors",75,171040,FALSE,0.365,0.851,4,-6.238,0,0.0645,0.0964,0.003,0.237,0.309,78.086,4,"rock"
683,"Best Christmas Songs 2022 | For under the Mistletoe","Christmas Time Is Here - Instrumental",0,366213,FALSE,0.418,0.116,5,-18.397,1,0.0331,0.966,0.648,0.138,0.0861,74.923,3,"jazz"
684,"Music for Rainy Days","It Will Rain",0,257720,FALSE,0.572,0.835,2,-6.826,1,0.0516,0.337,0,0.082,0.468,150.014,4,"pop"
685,"Pressure","Born For This",65,234013,FALSE,0.631,0.684,5,-6.27,0,0.0405,0.0576,0,0.0938,0.528,129.974,4,"rock"
686,"G.O.A.T.","G.O.A.T.",65,223636,FALSE,0.544,0.917,1,-3.403,0,0.259,0.00313,0,0.26,0.686,176.068,4,"pop"
687,"Agu","Vurgun Yedim",42,193200,FALSE,0.399,0.485,4,-12.516,1,0.0336,0.155,9.41e-05,0.112,0.376,86.074,4,"jazz"
688,"Halloween & Chill","Lost Cause",0,212496,TRUE,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,4,"pop"
689,"Native","Counting Stars",83,257266,FALSE,0.664,0.705,1,-4.972,0,0.0382,0.0654,0,0.118,0.477,122.016,4,"pop"
690,"Coka 2.0 [From ""Liger (Telugu)""]","Coka 2.0 (From ""Liger (Telugu)"")",66,166391,FALSE,0.802,0.929,7,-2.036,1,0.118,0.608,4.81e-06,0.157,0.828,96.969,4,"pop"
691,"Weihnachtspop 2022","Have Yourself A Merry Little Christmas",1,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,"pop"
692,"Starboy","Starboy",90,230453,TRUE,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,"pop"
693,"Holiday Anthems 2022","Christmas Don't Be Late",0,160293,FALSE,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,"jazz"
694,"Christmas Best Hits 2022","Mistletoe",0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
695,"Perfect Christmas Hits","Christmas All Over Again",0,259798,FALSE,0.457,0.768,9,-7.484,1,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,"rock"
696,"Música para casa","Bohemio",0,208004,FALSE,0.784,0.461,4,-9.546,0,0.0314,0.662,5.9e-05,0.107,0.733,102.165,4,"rock"
697,"Feliz Cumpleaños con Perreo","La Buena Fai",4,144573,FALSE,0.712,0.539,2,-5.194,1,0.174,0.116,0,0.219,0.406,167.764,4,"pop"
698,"Weihnachten Playlist","The Christmas Song (Merry Christmas To You)",0,192160,FALSE,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,"jazz"
699,"TickTok Back To School 2022","I'm Not The Only One",1,239426,FALSE,0.684,0.487,5,-5.887,1,0.0367,0.495,4.57e-06,0.0821,0.456,81.997,4,"pop"
700,"GOD JUL","Let It Snow, Let It Snow, Let It Snow - Remastered",0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-06,0.052,0.741,133.436,4,"jazz"
701,"Arbeitsmusik Herbst/Winter 2022/2023","West Coast",0,192947,FALSE,0.685,0.699,6,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057,4,"rock"
702,"All I Want For Christmas Is You","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
703,"Beach Bar Chill Grooves, Vol. 1","Darkjazz Slomo - Instrumental",0,318666,FALSE,0.718,0.543,4,-9.285,0,0.0317,0.179,0.433,0.0947,0.376,89.984,4,"jazz"
704,"JULMUSIK","Mistletoe",2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
705,"Vendhu Thanindhathu Kaadu (Original Motion Picture Soundtrack)","Marakkuma Nenjam",66,258319,FALSE,0.671,0.373,2,-15.071,1,0.0362,0.783,0.105,0.111,0.315,119.972,4,"pop"
706,"Pop x siempre","Mis Planes Son Amarte",0,210520,FALSE,0.611,0.509,9,-9.382,1,0.127,0.69,2.64e-06,0.0855,0.425,90.168,4,"rock"
707,"Es kommt zum Duell","Es kommt zum Duell",57,80563,FALSE,0.689,0.532,5,-10.492,0,0.0607,0.21,0.919,0.0615,0.691,171.925,4,"jazz"
708,"Plug Talk","Plug Talk",67,162346,FALSE,0.678,0.815,4,-1.736,0,0.264,0.0336,0,0.318,0.474,95.969,4,"pop"
709,"Battleground (Deluxe Edition)","Glad You Came",79,197935,FALSE,0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,4,"rock"
710,"Ultimate Love Songs - Arijit Singh","Humdard (From ""Ek Villain"")",67,260590,FALSE,0.575,0.541,5,-6.45,1,0.0237,0.759,0,0.111,0.27,87.022,4,"pop"
711,"Christmas Songs 2022","Christmas Without You",1,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
712,"Ben Yaşarım","Belki De Aşk Lazım Değildir",38,222733,FALSE,0.461,0.39,7,-10.973,0,0.0385,0.577,7.04e-06,0.12,0.498,172.044,4,"jazz"
713,"Waalian","Waalian",67,206117,FALSE,0.722,0.335,1,-9.943,1,0.136,0.12,0,0.0747,0.266,85.034,4,"pop"
714,"Calm Christmas","The Christmas Song (Merry Christmas To You) - Remastered",0,188266,FALSE,0.294,0.253,1,-13.146,1,0.0349,0.884,6.3e-06,0.132,0.234,85.256,4,"jazz"
715,"Home For Christmas 2022","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
716,"Trending Pop","Skate",0,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,"pop"
717,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",72,284779,FALSE,0.427,0.396,11,-7.556,1,0.0366,0.736,0,0.11,0.306,70.368,4,"pop"
718,"She's The One","She's The One",66,204179,FALSE,0.449,0.487,5,-7.456,0,0.0753,0.181,0,0.105,0.498,133.98,4,"pop"
719,"Uslanmadım","Bu Aşkın Katili Sensin",37,245585,FALSE,0.656,0.797,5,-5.863,1,0.0373,0.0207,2.79e-06,0.0605,0.397,96.041,4,"jazz"
720,"Laapata","Laapata",44,166666,FALSE,0.566,0.402,8,-9.43,1,0.0319,0.706,6.82e-05,0.102,0.125,162.202,3,"jazz"
721,"I'm Blue - Hits of 2022","Skate",1,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,"pop"
722,"Classic Christmas Greatest Hits","Happy Holiday",0,114826,FALSE,0.363,0.448,6,-11.282,1,0.0506,0.855,1.12e-06,0.193,0.643,195.303,3,"jazz"
723,"Salsera","Salsera",38,361402,FALSE,0.738,0.717,10,-4.694,1,0.0413,0.704,6.05e-06,0.113,0.96,105.022,4,"jazz"
724,"Dancing With Your Ghost","Dancing With Your Ghost",80,197732,FALSE,0.629,0.328,11,-8.284,1,0.029,0.768,2.5e-05,0.103,0.389,74.953,4,"pop"
725,"Jalebi (Original Motion Picture Soundtrack)","Pal",65,247286,FALSE,0.495,0.498,7,-7.023,0,0.0337,0.701,0,0.0706,0.32,133.992,4,"pop"
726,"Siblings Unplugged","Raja Raja Cholan - Rettai Vaal Kuruvi - Tamil",68,106501,FALSE,0.625,0.165,4,-14.581,1,0.0354,0.835,1.11e-06,0.105,0.419,94.744,4,"pop"
727,"OK ORCHESTRA","World's Smallest Violin",80,180746,TRUE,0.68,0.697,5,-7.01,1,0.0484,0.121,0,0.661,0.684,116.033,4,"rock"
728,"Отново на училище","bad guy",1,194087,FALSE,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,"pop"
729,"BE","Life Goes On",79,207481,FALSE,0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4,"pop"
730,"Awake","Monster",77,178013,FALSE,0.64,0.957,8,-2.336,1,0.0741,0.0431,0,0.0789,0.692,134.992,4,"rock"
731,"Holidays Are Coming","Happy Holiday",0,115506,FALSE,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,"jazz"
732,"Aretha Now","I Say a Little Prayer",75,216773,FALSE,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032,4,"jazz"
733,"Rock n Roll Christmas","Don't Shoot Me Santa",0,245106,FALSE,0.588,0.847,8,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,"rock"
734,"Calm Christmas","The Christmas Song",0,224906,FALSE,0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,4,"jazz"
735,"90's Music Grandi Successi","Why Don't You Get A Job",2,172466,TRUE,0.766,0.882,5,-4.477,1,0.0713,0.0675,2.59e-06,0.281,0.547,107.933,4,"rock"
736,"Fanaa","Mere Haath Mein",64,285857,FALSE,0.554,0.606,1,-12.312,1,0.0722,0.578,0.000183,0.11,0.584,93.922,4,"pop"
737,"Anthems for Witches 2022","Bewitched, Bothered, And Bewildered - Stereo Version",0,424317,FALSE,0.422,0.108,5,-16.835,1,0.0376,0.971,0,0.101,0.263,71.872,4,"jazz"
738,"Dance Dance Dance","Say My Name",0,198946,FALSE,0.703,0.66,10,-5.119,0,0.123,0.137,0,0.192,0.79,95.033,4,"pop"
739,"Christmas 2022","Christmas Calling (Jolly Jones)",0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,"jazz"
740,"Alternative Christmas 2022","Christmas (Baby Please Come Home)",0,187355,FALSE,0.437,0.878,0,-4.687,1,0.0452,0.0112,0,0.126,0.623,128.043,4,"rock"
741,"Raees","Zaalima",71,299333,FALSE,0.486,0.898,9,-3.791,1,0.171,0.309,0,0.0886,0.648,88.335,4,"pop"
742,"Cobra (Original Motion Picture Soundtrack)","Adheeraa",66,259139,FALSE,0.722,0.835,6,-9.082,0,0.0402,0.107,8.23e-05,0.0928,0.558,110.962,4,"pop"
743,"World's Best Christmas Playlist","'Zat You, Santa Claus? - Single Version",1,169092,FALSE,0.683,0.514,5,-9.168,0,0.252,0.325,0,0.161,0.654,122.097,4,"jazz"
744,"Chill Christmas Dinner","It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC",0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,"jazz"
745,"Summer Of Love","Summer of Love (Shawn Mendes & Tainy)",82,184104,FALSE,0.776,0.808,11,-4.501,1,0.117,0.0297,0.000127,0.103,0.494,123.988,4,"pop"
746,"I'm Blue - Hits of 2022","Don't Let the Light Go Out",1,229517,FALSE,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,"rock"
747,"All Bops","Crazy What Love Can Do",0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,"pop"
748,"Christmas Classics","Cool Yule",0,176699,FALSE,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-05,0.516,0.692,149.439,4,"jazz"
749,"Jingle Bell Rock 2022","Christmas Without You",2,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
750,"This Is Why - This Is Rock","Save Yourself",0,197995,FALSE,0.503,0.849,5,-2.709,1,0.0615,0.00428,0,0.0667,0.762,165.096,4,"rock"
751,"Christmas Faves 2022","Mistletoe",0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
752,"Figan","Kime Kin Ettin",37,257600,FALSE,0.619,0.318,3,-11.953,1,0.0384,0.839,8.75e-06,0.2,0.627,140.725,1,"jazz"
753,"Pop Fun and Christmas Music 2022","Let It Snow",0,241240,FALSE,0.513,0.486,5,-6.8,1,0.0784,0.345,0,0.0855,0.562,148.372,4,"jazz"
754,"The Greatest Jazz Mix","Moon River",2,176453,FALSE,0.443,0.136,0,-12.984,1,0.0341,0.889,0.00967,0.183,0.264,86.646,4,"jazz"
755,"Work From Home with Stan Getz","Corcovado (Quiet Nights Of Quiet Stars) - Single Version",45,139986,FALSE,0.531,0.198,9,-15.811,0,0.039,0.952,0.00267,0.119,0.437,128.043,4,"jazz"
756,"What A Wonderful World","Dream A Little Dream Of Me",63,194840,FALSE,0.462,0.238,2,-16.032,1,0.0723,0.515,0,0.213,0.399,93.388,4,"jazz"
757,"Kya Baat Ay","Kya Baat Ay",68,179444,FALSE,0.849,0.592,6,-4.309,0,0.102,0.632,2.39e-06,0.108,0.652,89.966,4,"pop"
758,"Retro Baladas","Me Enamoré De Ti",0,206173,FALSE,0.497,0.524,2,-8.111,1,0.0293,0.191,0,0.0896,0.209,143.961,4,"rock"
759,"pov: you hear the bells jingle","Baby, It's Cold Outside - Remastered 2004",0,143026,FALSE,0.499,0.304,0,-11.543,1,0.0632,0.81,0,0.0546,0.521,129.321,4,"jazz"
760,"Holiday Favorites 2022","Christmas Calling (Jolly Jones)",0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,"jazz"
761,"Rock Brandneu","Yeah, I Like You",0,264466,FALSE,0.479,0.938,2,-3.058,1,0.0376,7.54e-05,0.000153,0.117,0.431,140.056,4,"rock"
762,"New Pop Classics","Skate",0,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,"pop"
763,"Rockin' Around The Christmas Tree 2022","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
764,"Christmas 2022","Christmas Don't Be Late",0,160293,FALSE,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4,"jazz"
765,"Rock Workout 2023","Mr. Jones",1,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,"rock"
766,"Weihnachten Playlist","God Only Knows - Mono / 1997 Remastered",0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,"rock"
767,"West Coast","Blue Banisters",0,293692,FALSE,0.373,0.114,5,-13.171,1,0.041,0.937,4.73e-05,0.104,0.172,90.945,1,"pop"
768,"Abbey Road (Remastered)","Here Comes The Sun - Remastered 2009",82,185733,FALSE,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4,"rock"
769,"Christmas Best Hits 2022","Happy Holiday",0,115506,FALSE,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,"jazz"
770,"Fraser Macpherson from the Pen Of","Night Spot",1,372447,FALSE,0.551,0.271,5,-13.538,1,0.0336,0.77,0.457,0.134,0.561,101.771,4,"jazz"
771,"Desayuno en calma","They Can't Take That Away From Me",0,277706,FALSE,0.551,0.232,3,-13.619,1,0.0782,0.626,0,0.13,0.394,103.308,4,"jazz"
772,"Mimi (Original Motion Picture Soundtrack)","Param Sundari",72,200218,FALSE,0.815,0.761,4,-7.162,0,0.144,0.192,0,0.0272,0.82,121.999,4,"pop"
773,"TOKYO - HALLOWEEN -","ダンシング・ウィズ・ア・ストレンジャー",0,171029,FALSE,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,4,"pop"
774,"Señorita","Señorita",81,190960,FALSE,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,4,"pop"
775,"Santa Claus Is Coming To Town","Let It Snow, Let It Snow, Let It Snow - Remastered",0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-06,0.052,0.741,133.436,4,"jazz"
776,"Duke Ellington & John Coltrane","In A Sentimental Mood",65,255226,FALSE,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,4,"jazz"
777,"Pal","Pal",72,247286,FALSE,0.51,0.502,7,-7.016,0,0.0325,0.71,0,0.0708,0.321,133.885,4,"pop"
778,"World's Best Christmas Playlist","So Many Santas",0,208413,FALSE,0.508,0.706,1,-6.294,1,0.0475,0.15,0,0.376,0.479,114.842,4,"jazz"
779,"Rockin' Around The Christmas Tree 2022","Joy To The World - Remastered 1999",0,84986,FALSE,0.553,0.337,10,-10.334,1,0.0303,0.818,0,0.113,0.664,102.213,4,"jazz"
780,"Best Road Trip Pop Tunes","Time After Time - Live At Abbey Road Studios",1,232128,FALSE,0.595,0.459,11,-9.413,1,0.0461,0.571,0.000165,0.101,0.272,129.661,4,"pop"
781,"Hot Mix Pop","Catalonia",2,218306,FALSE,0.399,0.801,4,-4.638,0,0.0544,0.32,0,0.308,0.696,199.792,4,"rock"
782,"Feels Like Home","Those Sweet Words",64,202640,FALSE,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,4,"jazz"
783,"GOD JUL","Have Yourself A Merry Little Christmas",0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,"pop"
784,"Helloween Party","Zombie",1,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,"rock"
785,"Hip Hop Machine #6","Flamingos",40,367658,FALSE,0.562,0.507,1,-9.754,1,0.121,0.682,0.000227,0.175,0.65,73.313,4,"jazz"
786,"No Name","0 to 100",71,108493,FALSE,0.742,0.675,8,-6.551,1,0.0907,0.139,0,0.167,0.679,145.989,4,"pop"
787,"Christmas Playlist 2022","Christmas Time",0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,"rock"
788,"All I want For Christmas Is Music","Mistletoe",3,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
789,"Disco Boogie Mood","Dancing On The Ceiling",1,272280,FALSE,0.688,0.874,0,-6.456,1,0.0521,0.121,0,0.394,0.709,133.214,4,"rock"
790,"Christmas Best Hits 2022","Have Yourself A Merry Little Christmas",0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,"pop"
791,"Upbeat Pop","Middle of a Breakup",0,200037,FALSE,0.437,0.803,10,-4.791,1,0.04,4.46e-05,0.0164,0.107,0.735,147.507,4,"rock"
792,"Torches","Pumped Up Kicks",83,239600,FALSE,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,4,"rock"
793,"Best Christmas Songs 2022","Baby It's Cold Outside",0,163706,FALSE,0.638,0.0767,10,-13.98,1,0.0588,0.937,0,0.121,0.599,114.353,4,"jazz"
794,"Stadium Arcadium","Snow (Hey Oh)",80,334666,FALSE,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,4,"rock"
795,"Rockin' Around The Christmas Tree 2022","Christmas Time Is Here - Vocal",0,166440,FALSE,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,"jazz"
796,"Rock Christmas 2022 - The Very Best Of","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
797,"Cardio Tracks","Crazy What Love Can Do",2,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,"pop"
798,"CHRISTMAS TOP HITS 2022","Mistletoe",0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
799,"Christmas Songs 2022","Little Saint Nick - 1991 Remix",1,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
800,"It's Time","Home",71,225906,FALSE,0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4,"jazz"
801,"Makhna (From ""Drive"")","Makhna",74,183000,FALSE,0.696,0.704,1,-7.876,1,0.0423,0.167,0,0.155,0.426,124.972,4,"pop"
